Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Rarely,1009,2,1,Male,51,3,4,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1
35,No,Travel_Rarely,144,22,4,Male,46,1,1,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3
54,No,Travel_Rarely,548,8,3,Female,42,3,2,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0
34,No,Travel_Rarely,1303,2,4,Male,62,2,1,3,Divorced,2768,3,No,12,3,3,1,14,3,3,7,3,5,7
46,No,Travel_Rarely,1125,10,3,Female,94,2,3,4,Married,9071,2,Yes,19,3,3,1,15,3,3,3,2,1,2
31,No,Travel_Rarely,1274,9,3,Male,33,3,3,2,Divorced,10648,1,No,25,4,4,1,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,1277,15,2,Male,56,3,3,3,Married,13610,7,Yes,12,3,4,0,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,587,10,1,Male,38,1,1,4,Divorced,3408,7,No,13,3,1,3,8,2,3,4,3,1,3
30,No,Travel_Rarely,413,7,4,Male,57,3,1,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2
35,No,Travel_Rarely,1276,16,4,Male,72,3,3,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,534,20,1,Male,66,3,3,3,Married,9824,3,No,12,3,1,0,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,988,23,2,Female,43,3,3,1,Divorced,9950,9,Yes,15,3,3,3,11,2,3,3,2,0,2
42,No,Travel_Frequently,1474,5,2,Male,97,3,1,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0
36,No,Non-Travel,635,10,2,Male,32,3,3,4,Single,9980,1,No,14,3,4,0,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,1368,4,3,Male,99,2,1,3,Single,3894,5,No,16,3,3,0,4,3,3,2,2,1,2
48,No,Travel_Rarely,163,2,2,Female,37,3,2,4,Married,4051,2,No,14,3,1,1,14,2,3,9,7,6,7
55,No,Travel_Rarely,1117,18,1,Female,83,3,4,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7
41,No,Non-Travel,267,10,4,Male,56,3,2,4,Single,6230,7,No,14,3,4,0,16,3,3,14,3,1,10
35,No,Travel_Rarely,619,1,2,Male,85,3,2,3,Married,4717,9,No,11,3,3,0,15,2,3,11,9,6,9
40,No,Travel_Rarely,302,6,2,Female,75,3,4,3,Single,13237,7,No,15,3,3,0,22,3,3,20,6,5,13
39,No,Travel_Frequently,443,8,3,Female,48,3,1,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7
31,No,Travel_Rarely,828,2,2,Male,77,3,2,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5
42,No,Travel_Rarely,319,24,4,Male,56,3,3,1,Married,7406,1,Yes,21,4,4,1,10,5,2,10,9,5,8
45,No,Travel_Rarely,561,2,4,Male,61,3,2,2,Married,4805,0,No,19,3,2,1,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,426,17,2,Female,58,3,1,3,Divorced,2741,0,Yes,11,3,2,1,8,2,2,7,7,1,0
29,No,Travel_Rarely,232,19,4,Male,34,3,2,4,Divorced,4262,4,No,12,3,2,2,8,2,4,3,2,1,2
33,No,Travel_Rarely,922,1,1,Female,95,4,4,3,Divorced,16184,4,No,19,3,3,1,10,2,3,6,1,0,5
31,No,Travel_Rarely,688,7,3,Male,44,2,3,4,Divorced,11557,9,No,21,4,3,1,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,1306,5,2,Male,69,3,1,2,Single,1878,1,Yes,14,3,4,0,0,3,3,0,0,0,0
40,No,Non-Travel,1094,28,3,Male,58,1,3,1,Divorced,10932,3,No,15,3,3,1,20,2,3,1,0,0,1
41,No,Non-Travel,509,2,1,Female,62,2,2,3,Single,6811,2,Yes,17,3,1,0,10,3,3,8,7,0,7
26,No,Travel_Rarely,775,29,1,Male,45,3,2,3,Divorced,4306,5,No,12,3,1,2,8,5,3,0,0,0,0
35,No,Travel_Rarely,195,1,1,Female,80,3,2,3,Single,4859,1,No,16,3,4,0,5,3,3,5,4,0,3
34,No,Travel_Rarely,258,21,4,Male,74,4,2,4,Single,5337,1,No,12,3,4,0,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,471,24,3,Male,66,1,1,4,Single,2340,1,Yes,18,3,2,0,1,3,1,1,0,0,0
37,No,Travel_Rarely,799,1,2,Female,59,3,3,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2
46,No,Travel_Frequently,1034,18,1,Female,86,3,3,3,Married,10527,5,No,11,3,4,0,28,3,2,2,2,1,2
41,No,Travel_Rarely,1276,2,2,Female,91,3,4,1,Married,16595,7,No,16,3,2,1,22,2,3,18,16,11,8
37,No,Non-Travel,142,9,1,Male,69,3,3,2,Divorced,8834,1,No,13,3,4,1,9,6,3,9,5,7,7
52,No,Travel_Rarely,956,6,4,Male,78,3,2,1,Divorced,5577,3,Yes,12,3,2,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,11,4,Male,60,4,2,3,Married,4707,8,No,12,3,4,0,6,2,3,4,2,1,2
24,No,Travel_Frequently,535,24,4,Male,38,3,1,4,Married,2400,0,No,13,3,3,2,3,3,3,2,2,2,1
38,No,Travel_Rarely,1495,10,3,Female,76,3,2,3,Married,9824,3,No,19,3,3,1,18,4,3,1,0,0,0
37,No,Travel_Rarely,446,1,2,Female,65,3,2,2,Married,6447,6,No,12,3,2,1,8,2,2,6,5,4,3
49,No,Travel_Rarely,1245,18,4,Male,58,2,5,3,Divorced,19502,1,Yes,17,3,3,1,31,5,3,31,9,0,9
24,No,Travel_Rarely,691,23,2,Male,89,4,1,4,Married,2725,1,Yes,11,3,2,2,6,3,3,6,5,1,4
26,No,Travel_Rarely,703,28,1,Male,66,3,2,2,Married,6272,1,No,20,4,4,2,6,5,4,5,3,1,4
24,No,Travel_Rarely,823,17,4,Male,94,2,1,2,Married,2127,1,No,21,4,4,1,1,2,3,1,0,0,0
50,No,Travel_Frequently,1246,3,1,Male,99,3,5,2,Married,18200,1,No,11,3,3,1,32,2,3,32,5,10,7
25,No,Travel_Rarely,622,13,2,Male,40,3,1,3,Married,2096,1,No,11,3,3,0,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,1287,7,1,Female,55,3,1,3,Married,2886,1,Yes,16,3,4,1,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,448,12,2,Male,74,2,1,1,Married,2033,1,No,18,3,3,1,1,2,4,1,0,0,0
34,No,Travel_Rarely,254,1,2,Male,83,2,1,4,Married,3622,1,Yes,13,3,4,1,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,1365,13,2,Male,46,3,2,1,Divorced,4233,2,No,17,3,3,0,9,2,1,3,1,1,2
35,No,Travel_Rarely,538,25,1,Male,54,2,2,4,Single,3681,4,No,14,3,4,0,9,3,3,3,2,0,2
31,No,Travel_Rarely,525,6,1,Male,66,4,2,4,Divorced,5460,4,No,22,4,4,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,798,6,1,Female,66,2,1,3,Divorced,2187,0,No,12,3,3,2,6,5,2,5,3,0,3
37,No,Travel_Rarely,558,2,4,Male,75,3,2,3,Married,9602,4,Yes,11,3,3,1,17,3,2,3,0,1,0
20,No,Travel_Rarely,959,1,4,Female,83,2,1,2,Single,2836,1,No,13,3,4,0,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,2,3,Female,81,3,2,4,Married,4089,1,No,13,3,2,2,10,4,3,10,2,2,2
43,No,Travel_Rarely,782,6,2,Male,50,2,4,4,Divorced,16627,4,Yes,14,3,3,1,21,3,2,1,0,0,0
38,No,Travel_Rarely,362,1,3,Female,43,3,1,1,Single,2619,3,No,17,3,4,0,8,3,2,0,0,0,0
43,No,Travel_Frequently,1001,9,4,Male,72,3,2,3,Divorced,5679,3,Yes,13,3,2,1,10,3,3,8,7,4,7
48,No,Travel_Rarely,1236,1,4,Female,40,2,4,1,Married,15402,7,No,11,3,1,1,21,3,1,3,2,0,2
44,No,Travel_Rarely,1112,1,1,Female,50,2,2,3,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2
34,No,Travel_Rarely,204,14,3,Female,31,3,1,3,Divorced,2579,1,Yes,18,3,4,2,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,1420,2,3,Male,85,3,1,1,Divorced,3041,0,No,11,3,2,1,5,3,3,4,3,0,2
21,No,Travel_Rarely,1343,22,3,Male,49,3,1,3,Single,3447,1,No,11,3,3,0,3,2,3,3,2,1,2
44,No,Travel_Rarely,1315,3,4,Male,35,3,5,4,Married,19513,4,Yes,12,3,1,1,26,2,4,2,2,0,1
22,No,Travel_Rarely,604,6,1,Male,69,3,1,3,Married,2773,0,No,20,4,4,0,3,3,3,2,2,2,2
33,No,Travel_Rarely,1216,8,3,Male,39,3,2,3,Divorced,7104,0,No,12,3,4,0,6,3,3,5,0,1,2
32,No,Travel_Rarely,646,9,1,Female,92,3,2,4,Married,6322,1,Yes,12,3,4,1,6,2,2,6,4,0,5
30,No,Travel_Frequently,160,3,3,Female,71,3,1,3,Divorced,2083,1,No,20,4,3,1,1,2,3,1,0,0,0
53,No,Travel_Rarely,238,1,4,Female,34,3,2,1,Single,8381,7,No,20,4,4,0,18,2,4,14,7,8,10
34,No,Travel_Rarely,1397,1,2,Male,42,3,1,4,Married,2691,1,No,12,3,4,1,10,4,2,10,9,8,8
45,Yes,Travel_Frequently,306,26,1,Female,100,3,2,1,Married,4286,2,No,14,3,4,2,5,4,3,1,1,0,0
26,No,Travel_Rarely,991,6,3,Female,71,3,1,4,Married,2659,1,Yes,13,3,3,1,3,2,3,3,2,0,2
37,No,Travel_Rarely,482,3,3,Male,36,3,3,3,Married,9434,1,No,15,3,3,1,10,2,3,10,7,7,8
29,No,Travel_Rarely,1176,3,2,Female,62,3,2,3,Married,5561,1,No,14,3,1,1,6,5,2,6,0,1,2
35,No,Travel_Rarely,1017,6,2,Male,82,1,2,4,Single,6646,1,No,13,3,2,0,17,3,3,17,11,11,8
33,No,Travel_Frequently,1296,6,3,Male,30,3,2,4,Divorced,7725,3,No,23,4,3,1,15,2,1,13,11,4,7
54,No,Travel_Rarely,397,19,3,Male,88,3,3,2,Married,10725,2,No,15,3,3,1,16,1,4,9,7,7,1
36,No,Travel_Rarely,913,9,2,Male,48,2,2,2,Divorced,8847,2,Yes,11,3,3,1,13,2,3,3,2,0,2
27,No,Travel_Rarely,1115,3,1,Male,54,2,1,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1
20,Yes,Travel_Rarely,1362,10,4,Male,32,3,1,3,Single,1009,1,Yes,11,3,4,0,1,5,3,1,0,1,1
33,Yes,Travel_Frequently,1076,3,1,Male,70,3,1,1,Single,3348,1,Yes,11,3,1,0,10,3,3,10,8,9,7
35,No,Non-Travel,727,3,3,Male,41,2,1,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0
23,No,Travel_Rarely,885,4,1,Male,58,4,1,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2
25,No,Travel_Rarely,810,8,4,Male,57,4,2,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2
38,No,Travel_Rarely,243,7,4,Female,46,2,2,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5
29,No,Travel_Frequently,806,1,2,Male,76,1,1,4,Divorced,2720,1,No,18,3,4,1,10,5,3,10,7,2,8
48,No,Travel_Rarely,817,2,2,Male,56,4,2,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2
27,No,Travel_Frequently,1410,3,4,Female,71,4,2,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4
37,No,Travel_Rarely,1225,10,4,Male,80,4,1,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0
50,No,Travel_Rarely,1207,28,4,Male,74,4,1,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8
34,No,Travel_Rarely,1442,9,4,Female,46,2,3,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7
24,Yes,Travel_Rarely,693,3,1,Female,65,3,2,3,Single,4577,9,No,14,3,1,0,4,3,3,2,2,2,0
39,No,Travel_Rarely,408,2,4,Female,80,2,2,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10
32,No,Travel_Rarely,929,10,4,Male,55,3,2,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8
50,Yes,Travel_Frequently,562,8,2,Male,50,3,2,3,Married,6796,3,Yes,14,3,1,1,18,4,3,4,3,1,3
38,No,Travel_Rarely,827,1,2,Female,33,4,2,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8
27,No,Travel_Rarely,608,1,3,Female,68,3,3,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7
32,No,Travel_Rarely,1018,3,3,Female,39,3,3,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7
47,No,Travel_Rarely,703,14,4,Male,42,3,2,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7
40,No,Travel_Frequently,580,5,4,Male,48,2,3,1,Married,10475,5,Yes,21,4,3,1,20,2,3,18,13,1,12
53,No,Travel_Rarely,970,7,3,Male,59,4,4,3,Married,14814,3,No,19,3,3,0,32,3,3,5,1,1,3
41,No,Travel_Rarely,427,10,2,Male,73,2,5,4,Divorced,19141,3,No,15,3,2,3,23,2,2,21,6,12,6
60,No,Travel_Rarely,1179,16,1,Male,84,3,2,1,Single,5405,8,No,14,3,4,0,10,1,3,2,2,2,2
27,No,Travel_Frequently,294,10,4,Male,32,3,3,1,Divorced,8793,1,No,21,4,3,2,9,4,2,9,7,1,7
41,No,Travel_Rarely,314,1,4,Male,59,2,5,3,Married,19189,1,No,12,3,2,1,22,3,3,22,7,2,10
50,No,Travel_Rarely,316,8,4,Male,54,3,1,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2
28,Yes,Travel_Rarely,654,1,1,Female,67,1,1,2,Single,2216,7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,No,Non-Travel,427,8,1,Female,63,4,3,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5
38,No,Travel_Rarely,168,1,3,Female,81,3,3,3,Single,7861,4,Yes,14,3,4,0,10,4,4,1,0,0,0
44,No,Non-Travel,381,24,1,Male,49,1,1,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4
47,No,Travel_Frequently,217,3,4,Female,49,3,4,3,Divorced,13770,9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,No,Travel_Rarely,501,27,3,Male,99,3,2,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7
29,No,Travel_Rarely,1396,10,3,Male,99,3,1,3,Single,2642,1,No,11,3,3,0,1,6,3,1,0,0,0
42,Yes,Travel_Frequently,933,19,3,Male,57,4,1,3,Divorced,2759,6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,No,Travel_Frequently,775,15,4,Male,47,2,2,4,Married,6804,3,No,18,3,3,1,7,5,3,2,2,2,2
34,No,Travel_Rarely,970,8,2,Female,96,3,2,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3
23,No,Travel_Rarely,650,9,2,Male,37,3,1,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2
39,No,Travel_Rarely,141,3,3,Female,44,4,2,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6
56,No,Travel_Rarely,832,9,3,Male,81,3,4,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1
40,No,Travel_Rarely,804,2,4,Female,86,2,1,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3
27,No,Travel_Rarely,975,7,4,Female,55,2,2,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7
29,No,Travel_Rarely,1090,10,4,Male,83,3,1,2,Divorced,2297,1,No,14,3,4,2,2,2,3,2,2,2,2
53,No,Travel_Rarely,346,6,4,Male,86,3,2,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2
35,No,Non-Travel,1225,2,4,Female,61,3,2,1,Divorced,5093,2,No,11,3,1,1,16,2,4,1,0,0,0
32,No,Travel_Frequently,430,24,1,Male,80,3,2,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7
38,No,Travel_Rarely,268,2,4,Male,92,3,1,3,Married,3057,6,Yes,13,3,2,1,6,0,1,1,0,0,1
34,No,Travel_Rarely,167,8,2,Female,32,3,2,1,Divorced,5121,3,No,14,3,3,1,7,3,3,0,0,0,0
52,No,Travel_Rarely,621,3,3,Male,31,2,4,1,Married,16856,1,No,11,3,1,0,34,3,4,34,6,1,16
33,Yes,Travel_Rarely,527,1,4,Male,63,3,1,4,Single,2686,1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,No,Travel_Rarely,883,26,3,Female,32,3,2,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4
45,No,Travel_Rarely,954,2,2,Male,46,1,2,3,Single,6632,0,No,13,3,1,0,9,3,3,8,7,3,1
23,No,Travel_Rarely,310,10,1,Male,79,4,1,3,Single,3505,1,No,18,3,4,0,2,3,3,2,2,0,2
47,Yes,Travel_Frequently,719,27,2,Female,77,4,2,3,Single,6397,4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,No,Travel_Rarely,304,2,4,Male,60,3,2,4,Single,6274,1,No,22,4,3,0,6,5,3,6,5,1,4
55,Yes,Travel_Rarely,725,2,4,Male,78,3,5,1,Married,19859,5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,No,Non-Travel,1434,8,1,Male,76,2,3,1,Single,7587,1,No,15,3,2,0,10,1,3,10,7,0,9
52,No,Non-Travel,715,19,4,Male,41,3,1,4,Married,4258,0,No,18,3,1,1,5,3,3,4,3,1,2
26,No,Travel_Frequently,575,1,1,Female,71,1,1,4,Divorced,4364,3,No,14,3,1,1,5,2,3,2,2,2,0
29,No,Travel_Rarely,657,27,2,Female,66,3,2,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1
26,Yes,Travel_Rarely,1146,8,4,Male,38,2,2,1,Single,5326,6,No,17,3,3,0,6,2,2,4,3,1,2
34,No,Travel_Rarely,182,1,2,Female,72,4,1,4,Single,3280,2,No,16,3,3,0,10,2,3,4,2,1,3
54,No,Travel_Rarely,376,19,4,Female,95,3,2,1,Divorced,5485,9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,No,Travel_Frequently,829,8,3,Male,84,3,2,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1
37,No,Travel_Rarely,571,10,4,Female,82,3,1,1,Divorced,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,No,Travel_Frequently,240,2,1,Female,75,4,2,1,Single,5980,6,Yes,12,3,4,0,17,2,3,15,7,4,12
34,No,Travel_Rarely,121,2,3,Female,86,2,1,1,Single,4381,1,No,11,3,3,0,6,3,3,6,5,1,3
35,No,Travel_Rarely,384,8,1,Female,72,3,1,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2
30,No,Travel_Rarely,921,1,4,Male,38,1,1,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2
40,No,Travel_Frequently,791,2,3,Female,38,4,2,2,Married,4244,1,No,24,4,4,1,8,2,3,8,7,3,7
34,No,Travel_Rarely,1111,8,3,Female,93,3,2,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2
42,No,Travel_Frequently,570,8,2,Male,66,3,5,4,Divorced,18430,1,No,13,3,2,1,24,4,2,24,7,14,9
23,Yes,Travel_Rarely,1243,6,3,Male,63,4,1,1,Married,1601,1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,No,Non-Travel,1092,9,3,Male,60,2,1,2,Divorced,2694,1,No,11,3,3,3,1,4,3,1,0,0,0
52,No,Travel_Rarely,1325,11,4,Female,82,3,2,3,Married,3149,8,No,20,4,2,1,9,3,3,5,2,1,4
50,No,Travel_Rarely,691,2,3,Male,64,3,4,3,Married,17639,5,No,16,3,4,0,30,3,3,4,3,0,3
29,Yes,Travel_Rarely,805,1,2,Female,36,2,1,1,Married,2319,1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,No,Travel_Rarely,213,7,3,Male,49,3,3,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7
33,Yes,Travel_Rarely,118,16,1,Female,69,3,2,1,Single,5324,5,No,15,3,3,0,6,3,3,3,2,0,2
47,No,Travel_Rarely,202,2,3,Female,33,3,4,4,Married,16752,1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,No,Travel_Rarely,676,1,3,Female,35,3,2,2,Married,5228,0,No,15,3,1,1,10,2,3,9,7,0,5
29,No,Travel_Rarely,1252,23,3,Male,81,4,1,3,Married,2700,1,No,24,4,3,1,10,3,3,10,7,0,7
58,Yes,Travel_Rarely,286,2,4,Male,31,3,5,2,Single,19246,7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,No,Travel_Rarely,1258,1,4,Female,40,4,1,3,Single,2506,3,No,13,3,3,0,7,0,3,2,2,2,2
42,No,Travel_Rarely,932,1,4,Female,43,2,2,4,Married,6062,9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,Yes,Travel_Rarely,890,2,3,Male,46,3,1,3,Single,4382,6,No,17,3,4,0,5,3,2,2,2,2,1
36,No,Travel_Rarely,1041,13,3,Male,36,3,1,2,Married,2143,4,No,13,3,2,1,8,2,3,5,2,0,4
32,No,Travel_Rarely,859,4,3,Female,98,2,2,3,Married,6162,1,No,12,3,3,1,14,3,3,14,13,6,8
40,No,Travel_Frequently,720,16,1,Male,51,2,2,3,Single,5094,6,No,14,3,4,0,10,6,3,1,0,0,0
30,No,Travel_Rarely,946,2,3,Female,52,2,2,4,Single,6877,5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,No,Travel_Rarely,252,2,2,Female,95,2,1,3,Single,2274,1,No,14,3,4,0,1,3,3,1,0,0,0
42,No,Travel_Rarely,933,29,2,Male,98,3,2,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8
38,No,Travel_Frequently,471,12,1,Male,45,2,2,1,Divorced,6288,2,No,15,3,3,1,13,3,2,4,3,1,2
34,No,Travel_Frequently,702,16,3,Female,100,2,1,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3
49,Yes,Travel_Rarely,1184,11,3,Female,43,3,3,4,Married,7654,1,No,18,3,1,2,9,3,4,9,8,7,7
55,Yes,Travel_Rarely,436,2,3,Male,37,3,2,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3
43,No,Travel_Rarely,589,14,2,Male,94,3,4,1,Married,17159,6,No,24,4,3,1,22,3,3,4,1,1,0
27,No,Travel_Rarely,269,5,3,Male,42,2,3,4,Divorced,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,No,Travel_Rarely,950,7,3,Male,59,3,3,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6
28,No,Travel_Rarely,760,2,2,Female,81,3,2,2,Married,4779,1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,No,Travel_Rarely,829,3,3,Male,88,3,1,4,Married,3737,0,No,19,3,3,1,4,1,1,3,2,0,2
26,Yes,Travel_Frequently,887,5,3,Female,88,2,1,3,Married,2366,1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,No,Non-Travel,443,3,4,Male,50,3,1,4,Married,1706,1,No,11,3,3,3,0,6,2,0,0,0,0
51,No,Travel_Rarely,1318,26,1,Female,66,3,4,3,Married,16307,2,No,14,3,3,1,29,2,2,20,6,4,17
44,No,Travel_Rarely,625,4,4,Male,50,3,2,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3
25,No,Travel_Rarely,180,2,1,Male,65,4,1,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1
33,No,Travel_Rarely,586,1,1,Male,48,4,2,1,Divorced,4037,1,No,22,4,1,1,9,5,3,9,8,0,8
35,No,Travel_Rarely,1343,27,3,Female,53,2,1,1,Single,2559,1,No,11,3,4,0,6,3,2,6,5,1,1
36,No,Travel_Rarely,928,1,2,Male,56,3,2,4,Married,6201,1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,No,Travel_Rarely,117,13,2,Male,73,3,2,4,Divorced,4403,2,No,11,3,3,1,8,3,2,5,2,0,3
30,No,Travel_Frequently,1012,5,2,Male,75,2,1,4,Divorced,3761,9,No,12,3,2,1,10,3,2,5,4,0,3
53,No,Travel_Rarely,661,7,1,Female,78,2,3,4,Married,10934,7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,No,Travel_Rarely,930,9,4,Male,74,3,3,1,Divorced,10761,4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,No,Travel_Rarely,638,8,3,Female,91,4,2,3,Married,5175,5,No,12,3,3,1,9,3,2,5,3,1,3
52,No,Travel_Frequently,890,25,3,Female,81,2,4,4,Married,13826,3,No,22,4,3,0,31,3,3,9,8,0,0
37,No,Travel_Rarely,342,16,4,Male,66,2,2,3,Divorced,6334,4,No,19,3,4,2,9,2,3,1,0,0,0
28,No,Travel_Rarely,1169,8,2,Male,63,2,1,4,Divorced,4936,1,No,13,3,4,1,6,6,3,5,1,0,4
22,No,Travel_Rarely,1230,1,4,Male,33,2,2,4,Married,4775,6,No,22,4,1,2,4,2,1,2,2,2,2
44,No,Travel_Rarely,986,8,1,Male,62,4,1,4,Married,2818,2,Yes,24,4,3,1,10,2,2,3,2,0,2
42,No,Travel_Frequently,1271,2,2,Male,35,3,1,4,Single,2515,5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,No,Travel_Rarely,1278,8,1,Male,77,2,1,1,Married,2342,0,No,21,4,3,0,6,3,3,5,4,0,3
25,No,Travel_Rarely,141,3,3,Male,98,3,2,1,Married,4194,1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,No,Travel_Rarely,607,9,4,Female,66,2,3,3,Married,10685,1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,Yes,Travel_Frequently,130,25,4,Female,96,3,1,2,Divorced,2022,1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,No,Non-Travel,300,1,4,Male,61,3,1,4,Divorced,2314,0,No,12,3,2,1,4,2,3,3,0,0,2
25,No,Travel_Rarely,583,4,3,Male,87,2,2,1,Married,4256,1,No,12,3,1,0,5,1,4,5,2,0,3
49,No,Travel_Rarely,1418,1,3,Female,36,3,1,1,Married,3580,2,No,16,3,2,1,7,2,3,4,2,0,2
24,No,Non-Travel,1269,4,1,Male,46,2,1,4,Married,3162,0,No,17,3,4,0,6,2,2,5,2,3,4
32,No,Travel_Frequently,379,5,2,Male,48,3,2,2,Married,6524,1,No,14,3,4,1,10,3,3,10,8,5,3
38,No,Travel_Rarely,395,9,2,Male,98,2,1,2,Married,2899,0,No,19,3,4,1,3,3,3,2,2,1,2
42,No,Travel_Rarely,1265,3,3,Female,95,4,2,4,Married,5231,2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,No,Travel_Rarely,1222,11,4,Male,48,3,1,4,Married,2356,3,Yes,19,3,2,1,8,2,3,6,4,0,2
