index,age,job,marital_status,education,has_credit_default,account_balance,has_housing_loan,has_personal_loan,contact_type,day_of_month,month,last_contact_duration,num_contacts_campaign,days_since_prev_campaign,num_contacts_previous,poutcome
3906,51,blue-collar,married,primary,no,844.0,yes,no,unknown,29,may,184,3,-1,0,unknown
3833,47,admin.,divorced,secondary,no,1139.0,yes,no,cellular,11,jul,106,2,-1,0,unknown
887,41,blue-collar,married,secondary,no,338.0,yes,no,unknown,14,may,87,1,-1,0,unknown
3790,42,blue-collar,single,primary,no,92.0,no,no,cellular,30,jul,86,2,-1,0,unknown
328,35,unemployed,married,secondary,no,978.0,no,no,cellular,29,dec,1370,3,209,3,success
3693,38,self-employed,married,tertiary,no,846.0,no,no,cellular,2,jun,253,1,-1,0,unknown
312,43,blue-collar,single,primary,no,2.0,yes,no,cellular,30,jul,783,3,-1,0,unknown
3169,38,services,married,secondary,no,-314.0,yes,no,unknown,28,may,66,2,-1,0,unknown
3485,25,entrepreneur,single,tertiary,no,16874.0,yes,yes,cellular,15,may,117,2,-1,0,unknown
1995,38,admin.,single,secondary,no,-23.0,no,no,cellular,20,nov,48,2,-1,0,unknown
2771,58,unemployed,married,secondary,no,610.0,yes,no,telephone,29,jul,246,2,-1,0,unknown
3452,31,admin.,married,secondary,no,0.0,yes,no,cellular,29,jul,82,5,-1,0,unknown
3943,45,services,single,secondary,no,1757.0,yes,no,cellular,20,apr,1010,3,326,1,other
997,34,management,single,tertiary,no,673.0,yes,yes,cellular,20,nov,271,1,184,1,failure
3319,41,student,married,secondary,no,1309.0,no,no,unknown,20,jun,28,4,-1,0,unknown
2750,36,entrepreneur,married,tertiary,no,6.0,no,no,telephone,30,oct,246,1,-1,0,unknown
2762,42,management,married,tertiary,no,,no,no,cellular,4,nov,158,1,-1,0,unknown
3688,38,unemployed,married,secondary,no,-673.0,yes,no,unknown,26,may,364,1,-1,0,unknown
2210,34,entrepreneur,married,tertiary,no,4343.0,no,no,unknown,9,jun,85,4,-1,0,unknown
485,55,housemaid,married,primary,no,136.0,yes,no,unknown,19,jun,15,10,-1,0,unknown
3374,33,blue-collar,married,secondary,no,26.0,yes,no,cellular,17,apr,342,3,332,1,other
1407,36,unemployed,single,tertiary,no,9019.0,yes,no,unknown,11,jun,952,3,-1,0,unknown
4273,40,management,married,secondary,no,99.0,no,no,cellular,9,feb,15,5,-1,0,unknown
144,42,admin.,married,secondary,no,323.0,yes,yes,unknown,8,may,280,2,-1,0,unknown
1441,49,unknown,married,unknown,no,301.0,no,no,cellular,14,aug,789,2,-1,0,unknown
1706,32,blue-collar,single,secondary,no,118.0,yes,no,cellular,17,jul,1275,1,-1,0,unknown
180,28,technician,single,tertiary,no,172.0,yes,yes,cellular,2,feb,194,2,-1,0,unknown
585,43,management,divorced,tertiary,no,38.0,yes,no,cellular,25,jul,197,6,-1,0,unknown
1590,54,blue-collar,married,unknown,no,191.0,no,no,cellular,4,aug,753,2,-1,0,unknown
3418,34,blue-collar,married,secondary,no,326.0,yes,yes,unknown,15,may,150,2,-1,0,unknown
973,37,technician,single,secondary,no,5436.0,yes,no,cellular,6,may,7,11,351,1,failure
1459,31,technician,single,secondary,no,433.0,no,no,cellular,11,aug,1504,2,-1,0,unknown
2460,26,blue-collar,single,primary,no,155.0,yes,no,cellular,29,jan,291,1,244,4,failure
125,34,self-employed,single,tertiary,no,462.0,no,no,cellular,21,aug,1877,3,-1,0,unknown
807,48,blue-collar,married,secondary,no,-202.0,yes,yes,cellular,30,jul,225,4,-1,0,unknown
3858,37,admin.,married,secondary,no,-107.0,yes,no,unknown,28,may,158,2,-1,0,unknown
502,31,management,married,tertiary,no,13.0,no,no,cellular,28,aug,110,5,-1,0,unknown
4089,32,blue-collar,married,secondary,yes,-53.0,yes,no,cellular,16,apr,648,1,272,1,other
849,55,housemaid,divorced,primary,no,976.0,no,no,cellular,28,jun,345,1,94,3,other
4212,38,blue-collar,single,tertiary,no,14058.0,no,no,telephone,17,jul,293,20,-1,0,unknown
527,49,unemployed,divorced,secondary,no,,no,no,cellular,9,jul,218,3,-1,0,unknown
3363,33,blue-collar,married,secondary,no,467.0,yes,no,unknown,21,may,494,2,-1,0,unknown
3550,42,housemaid,single,primary,no,5774.0,yes,no,unknown,15,may,54,2,-1,0,unknown
3243,27,management,single,tertiary,no,390.0,no,no,cellular,28,oct,190,1,82,1,success
3191,46,blue-collar,married,secondary,no,137.0,no,no,unknown,20,jun,252,3,-1,0,unknown
4365,33,management,married,tertiary,no,150.0,no,no,cellular,21,aug,151,2,-1,0,unknown
831,47,blue-collar,married,secondary,no,1996.0,no,no,unknown,5,jun,761,2,-1,0,unknown
741,28,management,single,secondary,no,1633.0,no,no,cellular,5,jun,275,1,-1,0,unknown
1263,49,technician,married,secondary,no,4667.0,yes,no,unknown,19,may,130,2,-1,0,unknown
3095,52,services,single,secondary,no,1810.0,no,no,telephone,19,nov,117,1,-1,0,unknown
3257,31,admin.,single,secondary,no,1588.0,yes,no,unknown,3,jun,14,1,-1,0,unknown
4250,32,management,single,tertiary,no,2.0,yes,no,cellular,11,sep,100,2,-1,0,unknown
572,53,management,married,tertiary,no,1319.0,yes,no,cellular,16,apr,427,1,150,1,failure
4265,30,blue-collar,single,secondary,no,1073.0,yes,no,cellular,5,may,1130,4,-1,0,unknown
4436,36,technician,single,tertiary,no,40.0,no,no,cellular,26,aug,359,3,-1,0,unknown
2795,36,technician,divorced,tertiary,no,1174.0,yes,no,cellular,18,nov,192,2,-1,0,unknown
2629,56,unemployed,divorced,primary,no,1770.0,no,no,cellular,5,feb,916,3,-1,0,unknown
1692,42,management,divorced,tertiary,no,0.0,no,no,unknown,20,jun,85,2,-1,0,unknown
2439,28,blue-collar,married,secondary,no,64.0,yes,no,unknown,13,may,160,3,-1,0,unknown
178,37,unknown,married,unknown,no,1699.0,no,no,unknown,9,jun,63,1,-1,0,unknown
3793,49,housemaid,married,primary,no,249.0,yes,no,cellular,21,nov,450,1,-1,0,unknown
3838,47,blue-collar,married,secondary,yes,-614.0,yes,no,unknown,26,may,118,2,-1,0,unknown
4191,31,management,single,tertiary,no,1130.0,yes,no,cellular,17,apr,224,3,74,4,failure
3041,32,admin.,single,secondary,no,92.0,yes,no,cellular,18,may,110,1,315,2,failure
3351,49,admin.,married,secondary,no,0.0,yes,yes,cellular,29,jul,71,7,-1,0,unknown
3228,39,management,single,tertiary,yes,-401.0,yes,no,cellular,19,aug,274,4,-1,0,unknown
3598,43,admin.,married,secondary,no,3215.0,yes,no,cellular,21,jul,228,3,-1,0,unknown
60,41,blue-collar,married,primary,no,-516.0,no,yes,telephone,8,jul,554,3,-1,0,unknown
3366,52,unknown,married,primary,no,247.0,no,no,cellular,29,jul,268,6,-1,0,unknown
3218,49,entrepreneur,married,secondary,no,1916.0,no,yes,telephone,14,jul,281,3,-1,0,unknown
3574,34,housemaid,married,tertiary,no,0.0,no,no,cellular,26,may,141,1,188,1,failure
3729,42,entrepreneur,married,primary,no,149.0,no,no,cellular,20,aug,94,2,-1,0,unknown
1936,37,management,single,tertiary,no,695.0,no,no,cellular,28,jan,233,1,-1,0,unknown
1309,31,management,married,secondary,no,625.0,yes,no,cellular,7,apr,424,1,138,1,failure
373,51,technician,married,secondary,no,-379.0,yes,no,cellular,5,aug,261,1,-1,0,unknown
1227,30,blue-collar,single,secondary,no,75.0,yes,no,unknown,16,may,123,1,-1,0,unknown
2453,29,management,married,tertiary,no,581.0,yes,yes,cellular,14,jul,192,2,-1,0,unknown
1026,46,admin.,married,secondary,no,1069.0,yes,no,unknown,8,may,45,2,-1,0,unknown
1975,50,admin.,divorced,secondary,no,1111.0,yes,no,cellular,17,apr,50,1,-1,0,unknown
2445,35,housemaid,married,tertiary,no,20.0,yes,yes,cellular,17,jul,505,3,-1,0,unknown
2855,36,management,single,tertiary,no,0.0,no,no,cellular,11,aug,108,2,-1,0,unknown
4350,29,blue-collar,single,secondary,no,-20.0,no,yes,cellular,21,jul,574,1,-1,0,unknown
2784,35,technician,single,secondary,no,5731.0,yes,no,cellular,4,may,164,2,167,4,other
3647,36,management,single,secondary,no,0.0,no,no,cellular,13,aug,333,5,-1,0,unknown
4326,37,management,single,tertiary,no,9.0,no,no,cellular,26,aug,484,2,-1,0,unknown
3143,54,blue-collar,married,secondary,no,-630.0,no,no,unknown,23,may,173,1,-1,0,unknown
161,25,admin.,single,secondary,no,4590.0,yes,no,unknown,28,may,199,2,-1,0,unknown
3698,37,blue-collar,married,primary,no,543.0,yes,no,unknown,21,may,281,1,-1,0,unknown
126,24,unemployed,single,secondary,no,119.0,no,no,unknown,15,sep,51,1,-1,0,unknown
1348,36,management,married,tertiary,no,61.0,no,yes,cellular,19,aug,452,2,-1,0,unknown
830,42,management,single,tertiary,no,0.0,no,no,cellular,7,sep,99,1,-1,0,unknown
3646,48,blue-collar,single,secondary,no,312.0,yes,yes,cellular,3,feb,369,2,-1,0,unknown
1470,55,blue-collar,married,primary,no,4103.0,no,no,cellular,19,nov,291,1,-1,0,unknown
1428,42,services,married,secondary,no,292.0,yes,no,cellular,11,may,222,3,-1,0,unknown
1405,37,blue-collar,married,primary,no,37.0,yes,no,cellular,13,may,24,2,362,1,other
4154,56,self-employed,married,secondary,no,,no,yes,cellular,9,jul,170,1,-1,0,unknown
3847,33,unemployed,divorced,secondary,no,385.0,no,no,telephone,27,aug,29,28,-1,0,unknown
3850,51,blue-collar,married,primary,no,377.0,yes,no,telephone,3,feb,143,4,272,1,failure
720,48,entrepreneur,married,tertiary,no,810.0,no,no,unknown,6,jun,383,1,-1,0,unknown
4012,30,admin.,married,tertiary,no,0.0,yes,no,cellular,24,jul,209,2,-1,0,unknown
4387,31,blue-collar,married,secondary,no,3653.0,yes,yes,cellular,21,nov,252,1,168,4,failure
3475,32,technician,single,secondary,no,0.0,no,no,cellular,21,aug,126,2,-1,0,unknown
4357,38,blue-collar,married,secondary,no,213.0,yes,no,unknown,16,jun,270,15,-1,0,unknown
4466,61,management,married,secondary,no,967.0,no,no,cellular,20,aug,180,1,-1,0,unknown
886,60,technician,married,primary,no,65.0,yes,no,unknown,9,may,1028,2,-1,0,unknown
2088,26,management,single,tertiary,no,592.0,no,no,telephone,29,jan,145,2,164,1,other
1801,49,blue-collar,married,secondary,no,579.0,yes,no,unknown,28,may,396,1,-1,0,unknown
2601,34,management,married,tertiary,no,0.0,no,no,cellular,20,aug,263,2,-1,0,unknown
2342,39,blue-collar,married,primary,no,,yes,no,unknown,16,may,225,4,-1,0,unknown
2111,31,management,single,tertiary,no,0.0,no,no,cellular,28,aug,38,16,-1,0,unknown
2100,35,management,single,tertiary,no,633.0,yes,no,cellular,17,apr,128,3,-1,0,unknown
4435,31,technician,single,secondary,no,4888.0,yes,no,telephone,5,may,475,4,166,2,failure
4077,31,blue-collar,divorced,secondary,no,6.0,yes,no,cellular,29,jan,821,1,-1,0,unknown
4462,55,self-employed,married,secondary,no,2678.0,no,yes,cellular,18,aug,151,12,-1,0,unknown
2396,30,management,married,tertiary,no,877.0,no,no,cellular,13,aug,202,1,83,5,failure
2945,27,student,single,tertiary,no,118.0,no,no,cellular,25,may,112,1,-1,0,unknown
189,56,retired,married,secondary,no,-1206.0,yes,no,cellular,15,jun,382,2,-1,0,unknown
4036,40,technician,married,secondary,no,4441.0,yes,no,cellular,20,nov,153,2,183,2,failure
1578,40,management,married,tertiary,no,1041.0,yes,no,unknown,12,jun,73,1,-1,0,unknown
623,40,management,single,tertiary,no,1509.0,no,no,cellular,12,may,333,1,58,3,failure
2567,40,blue-collar,married,secondary,no,0.0,yes,yes,unknown,29,may,245,3,-1,0,unknown
4006,55,blue-collar,married,secondary,no,471.0,yes,no,unknown,30,may,58,2,-1,0,unknown
2803,37,services,married,secondary,no,1.0,no,no,unknown,15,may,395,2,-1,0,unknown
45,34,management,single,tertiary,no,872.0,yes,no,unknown,7,may,105,2,-1,0,unknown
1498,51,blue-collar,divorced,primary,no,837.0,no,no,telephone,30,jul,41,2,-1,0,unknown
227,33,technician,married,secondary,no,359.0,yes,no,cellular,20,apr,210,1,242,1,other
1028,31,admin.,married,secondary,no,0.0,yes,yes,unknown,6,may,144,2,-1,0,unknown
2891,32,management,single,tertiary,no,0.0,no,no,cellular,5,feb,550,4,-1,0,unknown
3306,52,admin.,married,secondary,no,693.0,no,no,unknown,12,jun,271,1,-1,0,unknown
1554,36,services,married,secondary,no,1328.0,yes,no,unknown,6,jun,82,4,-1,0,unknown
2909,39,admin.,married,secondary,no,406.0,no,no,cellular,30,jul,253,5,-1,0,unknown
2907,44,technician,married,tertiary,no,1707.0,no,no,cellular,8,aug,406,3,-1,0,unknown
71,42,entrepreneur,divorced,tertiary,yes,2.0,yes,no,unknown,5,may,380,1,-1,0,unknown
1183,32,self-employed,married,secondary,no,-33.0,yes,no,unknown,28,may,234,3,-1,0,unknown
4100,34,management,married,tertiary,no,436.0,yes,no,cellular,17,apr,28,1,345,1,failure
2698,34,management,married,tertiary,no,697.0,no,no,cellular,5,aug,166,1,-1,0,unknown
2596,32,technician,married,secondary,no,4.0,no,no,cellular,4,feb,145,2,260,4,failure
1932,32,management,married,secondary,no,350.0,yes,no,unknown,28,may,110,2,-1,0,unknown
4422,37,services,divorced,primary,no,260.0,yes,no,cellular,17,apr,446,2,-1,0,unknown
3577,32,management,married,tertiary,no,0.0,no,no,cellular,26,aug,104,9,-1,0,unknown
2290,38,entrepreneur,married,tertiary,no,228.0,yes,no,cellular,5,feb,105,1,-1,0,unknown
3509,34,technician,divorced,secondary,no,,yes,yes,cellular,18,aug,374,16,-1,0,unknown
2240,50,technician,married,secondary,no,1130.0,yes,no,cellular,23,jul,119,2,-1,0,unknown
292,53,services,married,secondary,no,,no,no,cellular,18,aug,62,6,-1,0,unknown
393,35,technician,married,secondary,no,0.0,no,no,cellular,27,aug,106,4,-1,0,unknown
2570,57,technician,married,secondary,no,0.0,no,no,unknown,13,may,44,1,-1,0,unknown
1658,47,blue-collar,married,primary,no,556.0,yes,no,cellular,4,feb,147,2,264,4,other
1775,38,management,married,tertiary,no,7124.0,no,no,unknown,16,jun,301,6,-1,0,unknown
3144,31,management,married,tertiary,no,459.0,no,no,cellular,28,aug,13,14,-1,0,unknown
352,39,management,married,tertiary,no,278.0,no,yes,cellular,28,jul,60,3,-1,0,unknown
1447,45,admin.,married,secondary,no,638.0,yes,no,cellular,20,aug,75,9,-1,0,unknown
4423,45,management,single,tertiary,no,2048.0,yes,no,cellular,18,oct,310,1,804,1,failure
2277,38,technician,married,secondary,no,1931.0,no,no,cellular,2,jun,167,1,298,10,other
3711,46,blue-collar,married,secondary,no,781.0,no,no,unknown,13,may,152,1,-1,0,unknown
4294,42,services,married,secondary,no,-246.0,yes,no,unknown,7,may,149,1,-1,0,unknown
1236,32,admin.,single,secondary,no,116.0,no,yes,cellular,16,jul,255,2,-1,0,unknown
3349,26,management,married,tertiary,no,265.0,no,no,cellular,30,jan,650,2,-1,0,unknown
2143,37,management,married,tertiary,no,4089.0,yes,no,cellular,2,feb,289,2,174,4,other
2737,34,blue-collar,married,secondary,no,8309.0,yes,yes,cellular,19,nov,50,1,-1,0,unknown
3175,38,admin.,divorced,secondary,no,156.0,yes,no,unknown,17,jun,544,3,-1,0,unknown
3314,35,self-employed,married,tertiary,no,980.0,no,no,cellular,2,aug,428,2,336,6,failure
3641,27,student,single,secondary,no,268.0,yes,no,cellular,13,may,528,1,358,2,failure
1437,77,retired,married,tertiary,no,,no,no,cellular,16,oct,847,1,60,1,success
3049,25,student,single,tertiary,no,1433.0,yes,no,cellular,15,may,520,1,-1,0,unknown
533,46,technician,divorced,secondary,no,3455.0,yes,no,unknown,14,may,566,2,-1,0,unknown
2324,34,blue-collar,married,secondary,no,103.0,yes,yes,unknown,8,may,956,2,-1,0,unknown
2066,56,management,divorced,tertiary,no,2959.0,yes,no,telephone,18,may,325,1,-1,0,unknown
528,43,services,married,primary,no,2567.0,yes,no,cellular,14,may,109,1,360,2,failure
1757,42,admin.,single,secondary,no,243.0,yes,no,unknown,14,may,46,5,-1,0,unknown
4128,34,admin.,divorced,secondary,no,1268.0,yes,no,cellular,15,may,259,3,-1,0,unknown
2961,32,blue-collar,married,secondary,no,1787.0,yes,no,cellular,12,may,87,4,357,4,failure
22,44,services,single,secondary,no,106.0,no,no,unknown,12,jun,109,2,-1,0,unknown
2041,73,retired,married,primary,no,154.0,no,no,cellular,15,oct,103,1,-1,0,unknown
4470,31,technician,single,tertiary,no,,yes,no,unknown,3,jun,207,1,-1,0,unknown
61,63,retired,married,secondary,no,415.0,yes,no,cellular,7,oct,323,1,-1,0,unknown
1089,52,services,married,primary,no,14.0,no,yes,cellular,28,jul,55,5,-1,0,unknown
2104,38,self-employed,divorced,tertiary,no,1513.0,no,no,cellular,7,may,330,1,342,1,failure
270,40,services,married,secondary,no,0.0,yes,no,cellular,2,jun,297,1,28,3,failure
786,51,management,divorced,tertiary,no,0.0,no,no,cellular,13,aug,60,2,-1,0,unknown
2178,30,technician,married,secondary,no,,no,no,cellular,7,aug,124,2,-1,0,unknown
1315,49,blue-collar,married,tertiary,no,1784.0,no,no,unknown,12,jun,753,1,-1,0,unknown
4050,37,technician,married,unknown,no,47.0,no,no,unknown,19,jun,374,3,-1,0,unknown
1018,55,retired,married,secondary,no,466.0,no,no,unknown,17,jun,287,4,-1,0,unknown
3297,28,self-employed,single,tertiary,no,442.0,no,no,cellular,19,jun,474,3,95,3,other
3865,35,services,married,secondary,no,0.0,yes,no,cellular,18,may,146,2,-1,0,unknown
75,54,management,divorced,tertiary,no,3222.0,no,no,cellular,14,aug,67,2,-1,0,unknown
857,36,blue-collar,married,secondary,no,-461.0,no,no,cellular,11,may,254,2,353,1,failure
1557,28,student,single,tertiary,no,1562.0,no,no,cellular,15,feb,659,4,-1,0,unknown
2710,44,services,divorced,secondary,no,0.0,yes,no,unknown,4,jun,389,5,-1,0,unknown
4184,47,management,married,tertiary,no,,yes,no,cellular,17,apr,174,2,-1,0,unknown
2852,39,management,married,tertiary,no,562.0,no,no,cellular,13,sep,303,2,-1,0,unknown
184,34,services,married,secondary,no,-62.0,yes,no,unknown,16,jun,109,3,-1,0,unknown
2455,31,unemployed,married,secondary,no,3242.0,no,no,unknown,25,jun,292,2,-1,0,unknown
3050,31,technician,single,unknown,no,187.0,no,no,cellular,17,jul,86,1,-1,0,unknown
2004,28,blue-collar,single,secondary,no,1065.0,yes,yes,cellular,17,apr,406,1,317,1,failure
1186,71,technician,married,tertiary,no,383.0,no,no,cellular,27,oct,327,2,183,3,success
507,42,self-employed,divorced,tertiary,no,360.0,yes,no,unknown,24,jun,110,5,-1,0,unknown
42,52,blue-collar,married,secondary,no,1117.0,yes,no,cellular,13,may,365,1,-1,0,unknown
1596,32,technician,married,secondary,no,84.0,no,yes,cellular,29,jul,403,3,-1,0,unknown
3080,33,services,married,secondary,no,478.0,no,no,cellular,30,apr,475,2,-1,0,unknown
2926,33,blue-collar,married,tertiary,no,1465.0,no,no,cellular,19,aug,98,4,-1,0,unknown
1759,26,admin.,single,tertiary,no,3672.0,yes,no,unknown,29,may,360,5,-1,0,unknown
3058,38,technician,married,secondary,no,4030.0,yes,no,cellular,19,nov,75,2,177,5,failure
3302,33,management,divorced,tertiary,no,0.0,yes,yes,cellular,19,aug,275,8,-1,0,unknown
2628,31,blue-collar,divorced,secondary,no,-452.0,yes,no,unknown,26,may,182,5,-1,0,unknown
4156,30,entrepreneur,single,secondary,no,,no,no,cellular,14,jul,358,6,-1,0,unknown
1683,34,admin.,single,primary,no,0.0,yes,yes,cellular,6,may,172,4,-1,0,unknown
1581,29,technician,single,tertiary,no,406.0,yes,no,cellular,17,jul,119,1,-1,0,unknown
3213,49,admin.,married,secondary,no,13229.0,no,yes,telephone,8,jul,77,2,-1,0,unknown
3785,49,blue-collar,single,primary,no,3018.0,yes,no,unknown,15,may,93,1,-1,0,unknown
2402,56,management,married,primary,no,772.0,yes,no,telephone,20,nov,291,1,-1,0,unknown
289,34,admin.,married,tertiary,no,69.0,no,yes,cellular,4,aug,120,3,1,6,success
1792,54,services,married,primary,no,,yes,no,cellular,14,may,143,1,-1,0,unknown
2851,32,technician,single,tertiary,no,1625.0,no,no,cellular,22,may,796,1,109,1,failure
992,39,blue-collar,married,primary,no,879.0,yes,no,unknown,26,may,102,2,-1,0,unknown
1512,27,admin.,single,secondary,no,3638.0,no,no,cellular,11,jul,271,5,-1,0,unknown
1899,40,management,single,tertiary,no,1361.0,no,no,cellular,29,jan,1473,1,-1,0,unknown
3607,70,retired,married,secondary,no,1164.0,no,no,telephone,14,may,338,3,185,2,failure
3613,49,technician,married,secondary,no,2718.0,no,no,unknown,19,may,114,2,-1,0,unknown
1354,58,blue-collar,married,primary,no,781.0,yes,no,cellular,15,may,74,2,-1,0,unknown
3955,34,services,married,secondary,no,0.0,yes,no,cellular,14,jul,78,4,-1,0,unknown
734,28,admin.,single,secondary,no,26.0,yes,no,cellular,7,may,227,2,-1,0,unknown
546,47,self-employed,married,secondary,yes,2.0,no,no,cellular,5,feb,236,2,-1,0,unknown
1397,31,blue-collar,married,secondary,no,631.0,yes,no,unknown,23,may,248,4,-1,0,unknown
2404,52,entrepreneur,married,primary,no,592.0,no,no,cellular,21,jul,122,2,-1,0,unknown
2399,60,retired,married,secondary,no,89.0,no,no,cellular,30,apr,156,2,-1,0,unknown
380,39,blue-collar,married,secondary,no,0.0,yes,no,cellular,30,apr,53,1,325,1,failure
631,33,technician,married,tertiary,no,8023.0,no,no,cellular,30,nov,107,1,105,3,failure
3430,30,technician,single,tertiary,no,1922.0,yes,no,cellular,18,may,546,1,-1,0,unknown
3006,51,self-employed,married,unknown,no,2094.0,no,no,cellular,8,jun,458,6,-1,0,unknown
3572,55,technician,married,secondary,no,0.0,no,no,cellular,19,nov,336,1,-1,0,unknown
3754,36,management,single,tertiary,no,2944.0,no,no,cellular,18,aug,882,8,-1,0,unknown
1541,43,self-employed,married,secondary,no,634.0,yes,no,cellular,17,nov,65,1,131,1,failure
1695,43,admin.,married,secondary,no,132.0,no,no,cellular,19,aug,574,1,84,3,success
3178,35,admin.,married,secondary,no,786.0,no,yes,cellular,25,jul,322,1,-1,0,unknown
1157,55,blue-collar,married,unknown,no,23.0,no,no,cellular,13,aug,123,2,-1,0,unknown
3924,44,services,married,secondary,no,1989.0,yes,yes,cellular,20,apr,106,2,-1,0,unknown
2993,29,blue-collar,married,secondary,no,125.0,yes,no,unknown,13,may,50,1,-1,0,unknown
1380,41,blue-collar,married,secondary,no,121.0,yes,no,cellular,13,may,16,6,176,5,other
1996,58,management,divorced,tertiary,no,1573.0,yes,yes,cellular,17,nov,279,1,-1,0,unknown
262,39,technician,single,tertiary,no,5803.0,no,no,cellular,2,feb,83,3,-1,0,unknown
664,46,blue-collar,single,secondary,no,324.0,yes,no,unknown,30,may,293,6,-1,0,unknown
1090,31,blue-collar,single,primary,no,-502.0,yes,no,unknown,29,may,76,4,-1,0,unknown
153,55,entrepreneur,married,secondary,no,8104.0,no,no,cellular,6,feb,213,2,-1,0,unknown
1382,24,admin.,married,secondary,no,299.0,yes,no,cellular,6,may,209,1,321,1,failure
1068,39,admin.,single,secondary,no,14.0,yes,yes,unknown,13,may,19,9,-1,0,unknown
283,42,admin.,divorced,secondary,no,63.0,no,no,unknown,16,may,88,6,-1,0,unknown
1688,38,housemaid,married,secondary,no,-278.0,yes,no,cellular,28,jul,143,2,-1,0,unknown
727,29,student,single,unknown,no,2929.0,no,no,cellular,11,aug,91,1,-1,0,unknown
1882,34,technician,single,secondary,no,440.0,yes,no,cellular,6,may,445,2,345,2,failure
4221,47,technician,married,unknown,no,2106.0,yes,no,unknown,6,may,168,1,-1,0,unknown
437,27,admin.,single,secondary,no,619.0,yes,no,cellular,20,apr,16,5,322,4,other
3129,42,blue-collar,divorced,unknown,no,0.0,no,no,cellular,7,jul,64,2,-1,0,unknown
2132,26,admin.,married,secondary,no,0.0,no,no,unknown,27,may,755,1,-1,0,unknown
2124,43,management,married,tertiary,no,291.0,yes,no,unknown,9,may,150,2,-1,0,unknown
547,54,management,married,tertiary,no,0.0,no,no,cellular,16,jul,118,5,-1,0,unknown
3390,42,entrepreneur,married,primary,yes,66.0,yes,yes,cellular,6,feb,139,1,-1,0,unknown
988,42,management,single,tertiary,no,525.0,no,no,cellular,13,aug,127,2,-1,0,unknown
2283,45,entrepreneur,married,tertiary,no,0.0,yes,no,cellular,29,jul,100,3,-1,0,unknown
571,50,self-employed,married,secondary,no,1138.0,no,no,cellular,14,aug,219,10,-1,0,unknown
168,48,technician,married,tertiary,no,310.0,no,no,unknown,6,may,135,1,-1,0,unknown
2484,26,self-employed,single,tertiary,no,1153.0,no,no,cellular,4,may,238,3,-1,0,unknown
3603,44,blue-collar,married,secondary,no,,yes,no,cellular,21,nov,297,1,-1,0,unknown
319,26,unemployed,single,secondary,no,1064.0,no,no,unknown,31,may,113,1,-1,0,unknown
2873,35,management,divorced,tertiary,no,,yes,no,unknown,4,jun,141,6,-1,0,unknown
3846,49,admin.,married,secondary,no,381.0,no,no,cellular,5,aug,504,2,-1,0,unknown
1833,37,blue-collar,married,primary,no,0.0,yes,no,cellular,6,may,226,1,363,3,other
3360,79,retired,married,primary,no,429.0,no,no,telephone,8,jul,1006,2,-1,0,unknown
1634,42,unemployed,divorced,secondary,no,759.0,no,no,cellular,28,jan,97,1,169,3,failure
3269,37,blue-collar,divorced,secondary,no,48.0,yes,no,unknown,8,may,133,2,-1,0,unknown
1109,59,technician,married,secondary,no,1.0,no,no,cellular,15,apr,159,2,378,3,failure
3501,30,management,married,tertiary,no,151.0,no,no,cellular,19,aug,82,4,-1,0,unknown
2569,53,technician,married,secondary,no,4541.0,yes,no,unknown,15,may,190,6,-1,0,unknown
569,28,student,single,secondary,no,459.0,no,no,cellular,16,mar,83,13,-1,0,unknown
2942,34,technician,married,tertiary,no,544.0,yes,yes,cellular,18,nov,58,2,-1,0,unknown
3196,46,self-employed,married,tertiary,no,137.0,yes,yes,unknown,5,may,246,1,-1,0,unknown
647,46,management,divorced,tertiary,no,6269.0,yes,no,telephone,18,nov,249,3,112,2,failure
2715,32,management,single,tertiary,no,2629.0,no,no,cellular,28,aug,77,4,-1,0,unknown
1761,35,technician,married,secondary,no,251.0,yes,yes,unknown,1,jul,128,3,-1,0,unknown
1362,47,services,married,secondary,no,2597.0,yes,no,unknown,16,may,323,1,-1,0,unknown
4101,48,blue-collar,married,primary,no,559.0,yes,no,unknown,15,may,1231,2,-1,0,unknown
1434,34,admin.,single,secondary,no,846.0,yes,no,cellular,17,apr,758,2,-1,0,unknown
4286,39,admin.,married,tertiary,no,722.0,no,no,telephone,23,apr,141,1,-1,0,unknown
921,34,management,married,tertiary,no,136.0,yes,no,cellular,22,apr,156,1,-1,0,unknown
17,37,admin.,single,tertiary,no,2317.0,yes,no,cellular,20,apr,114,1,152,2,failure
2798,36,blue-collar,married,secondary,no,141.0,yes,no,unknown,23,may,106,3,-1,0,unknown
2144,29,blue-collar,married,secondary,no,-478.0,no,yes,cellular,8,jul,528,2,-1,0,unknown
1487,33,entrepreneur,married,primary,no,82.0,yes,no,cellular,18,nov,63,2,-1,0,unknown
4218,48,management,married,tertiary,no,5057.0,no,yes,cellular,19,nov,37,1,-1,0,unknown
4388,83,retired,divorced,primary,no,1097.0,no,no,telephone,5,mar,181,1,-1,0,unknown
3660,32,management,single,secondary,no,249.0,yes,no,unknown,2,jun,258,1,-1,0,unknown
3047,35,management,single,secondary,no,81.0,yes,no,cellular,29,jan,79,1,-1,0,unknown
3526,45,technician,married,secondary,no,-149.0,yes,no,cellular,14,jul,287,2,-1,0,unknown
2901,37,services,single,tertiary,no,223.0,yes,no,unknown,28,may,25,1,-1,0,unknown
